DAUID,PRUID,Province,x,y,Population
35202226,ON,Ontario,-79.4410176830796,43.6963804124068,427
35202227,ON,Ontario,-79.4386823171375,43.6970980545475,485
35202228,ON,Ontario,-79.4372702049637,43.6947678552108,561
35202229,ON,Ontario,-79.4400659232672,43.6940577629246,439
35202230,ON,Ontario,-79.4385868137175,43.6921910394989,340
35202231,ON,Ontario,-79.4425229866746,43.6939331763184,398
35202232,ON,Ontario,-79.4423428929067,43.6921315990996,519
35202233,ON,Ontario,-79.4415108334465,43.690268286817,464
35202234,ON,Ontario,-79.4455469347509,43.6917144468034,628
35202235,ON,Ontario,-79.4461408252833,43.693744007471,485
35202236,ON,Ontario,-79.4461651636875,43.6955893545686,442
35202237,ON,Ontario,-79.4438435420393,43.6960254722978,887
35202238,ON,Ontario,-79.4461304817756,43.6973688601595,437
35202239,ON,Ontario,-79.4492781651124,43.6970165485435,514
35202240,ON,Ontario,-79.4479277685572,43.6987821762407,525
35202241,ON,Ontario,-79.4483611133658,43.6955307306509,875
35202242,ON,Ontario,-79.4484487170723,43.6940142581992,446
35202243,ON,Ontario,-79.450979497889,43.6940535641721,572
35202244,ON,Ontario,-79.4510103546885,43.6923449497584,523
35202245,ON,Ontario,-79.4539632139333,43.6934029446432,676
35202246,ON,Ontario,-79.4536381461281,43.691043584908,397
35202247,ON,Ontario,-79.4502237530395,43.6906883913825,464
35202248,ON,Ontario,-79.455489765787,43.6919615063249,443
35202249,ON,Ontario,-79.4564751641359,43.6917742482355,340
35202251,ON,Ontario,-79.4357635368767,43.6914309574084,482
35202252,ON,Ontario,-79.4343878056466,43.6907863881085,338
35202254,ON,Ontario,-79.4297480387959,43.6946095521967,435
35202255,ON,Ontario,-79.4340201107306,43.6975050112068,453
35202256,ON,Ontario,-79.4317092014762,43.6982061622287,480
35202257,ON,Ontario,-79.4292619275727,43.6986282412222,564
35202258,ON,Ontario,-79.4269323867579,43.6995183164706,530
35202261,ON,Ontario,-79.4286738916171,43.7031226837862,494
35202262,ON,Ontario,-79.4241010898946,43.7023194008303,725
35202263,ON,Ontario,-79.4242827657117,43.7036705969505,625
35202264,ON,Ontario,-79.4243763477064,43.704412127475,686
35202265,ON,Ontario,-79.4223517471769,43.7043290179101,840
35202266,ON,Ontario,-79.4253488844943,43.7059203572786,613
35202267,ON,Ontario,-79.4225499299096,43.7067498616225,677
35202268,ON,Ontario,-79.4248960655448,43.7081723142888,617
35202269,ON,Ontario,-79.423561792418,43.7110787321066,897
35202270,ON,Ontario,-79.4295096186247,43.7089878458987,571
35202271,ON,Ontario,-79.4319777077939,43.7106033329629,426
35202272,ON,Ontario,-79.4330705296491,43.7124647496843,565
35202273,ON,Ontario,-79.4298425618648,43.7140641868585,686
35202274,ON,Ontario,-79.4306371210448,43.7165023601106,763
35202275,ON,Ontario,-79.4311776499276,43.7183089405901,586
35202276,ON,Ontario,-79.4341512986434,43.715645493305,646
35202277,ON,Ontario,-79.4388912439812,43.7146660748948,556
35202278,ON,Ontario,-79.4397724228255,43.7162457675939,704
35202279,ON,Ontario,-79.4414424345746,43.718125791707,1310
35202280,ON,Ontario,-79.4438071076262,43.7181359473695,189
35202281,ON,Ontario,-79.4414133194317,43.7134478138477,631
35202282,ON,Ontario,-79.4443411866585,43.7129619801841,473
35202283,ON,Ontario,-79.4484353425375,43.7134436888708,543
35202284,ON,Ontario,-79.4514331459649,43.7119770496738,561
35202285,ON,Ontario,-79.4559648696735,43.7115221617149,1400
35202286,ON,Ontario,-79.4563874832812,43.7091312463477,269
35202287,ON,Ontario,-79.4585791506891,43.7070124779526,409
35202288,ON,Ontario,-79.4627491028741,43.7077780933493,314
35202289,ON,Ontario,-79.4631263251,43.7059486060515,294
35202290,ON,Ontario,-79.466530525439,43.7062558576119,1366
35202293,ON,Ontario,-79.4661725181663,43.7098700157606,433
35202294,ON,Ontario,-79.4618503710053,43.7101743435868,393
35202295,ON,Ontario,-79.4602827960464,43.7228067893304,555
35202296,ON,Ontario,-79.4566907667057,43.706270655302,435
35202297,ON,Ontario,-79.4512555391156,43.7061169079051,497
35202298,ON,Ontario,-79.4474476559194,43.7054778518454,399
35202299,ON,Ontario,-79.4494339265833,43.7089062817425,498
35202300,ON,Ontario,-79.4434808827993,43.7066861746558,533
35202301,ON,Ontario,-79.4437600309952,43.7092264906676,631
35202302,ON,Ontario,-79.4386917683223,43.7101585077833,556
35202303,ON,Ontario,-79.4381687946094,43.7128841014409,474
35202304,ON,Ontario,-79.4352779836284,43.7079972504429,570
35202305,ON,Ontario,-79.4306764677662,43.7070458412096,658
35202306,ON,Ontario,-79.4298807826059,43.7045706377735,496
35202307,ON,Ontario,-79.428031708147,43.7059383390509,399
35202309,ON,Ontario,-79.433959277944,43.7009080193791,627
35202310,ON,Ontario,-79.4384236767222,43.6997198460107,437
35202311,ON,Ontario,-79.439250116785,43.7014553080761,500
35202316,ON,Ontario,-79.4386543675633,43.7036133791205,918
35202321,ON,Ontario,-79.4270846241252,43.7184042648591,509
35202322,ON,Ontario,-79.4267183302106,43.7154349129661,554
35202323,ON,Ontario,-79.4244623193421,43.7174093817878,369
35202324,ON,Ontario,-79.4251942112403,43.7137895793702,376
35202325,ON,Ontario,-79.4186898367655,43.7131912685308,641
35202326,ON,Ontario,-79.4146987862682,43.7113053285431,473
35202327,ON,Ontario,-79.414386680014,43.7139821005257,560
35202328,ON,Ontario,-79.4092110068954,43.7130201048592,548
35202336,ON,Ontario,-79.4042495489973,43.7137000193565,512
35202337,ON,Ontario,-79.4012949455143,43.7151933823483,425
35202338,ON,Ontario,-79.4031120451017,43.7171485828666,397
35202339,ON,Ontario,-79.3998560945095,43.7178370856677,457
35202340,ON,Ontario,-79.4026492420404,43.7196902858505,424
35202341,ON,Ontario,-79.406401641358,43.7182803941887,515
35202342,ON,Ontario,-79.4087930288369,43.720890875745,961
35202343,ON,Ontario,-79.4077672659847,43.723111662594,525
35202344,ON,Ontario,-79.4076351801796,43.7251894553222,604
35202345,ON,Ontario,-79.4042895319649,43.7259081154284,779
35202346,ON,Ontario,-79.403370950688,43.7240864638094,913
35202347,ON,Ontario,-79.403286755159,43.7226165419558,410
35202348,ON,Ontario,-79.3974088508188,43.724383871849,465
35202349,ON,Ontario,-79.3968805639058,43.7218422558592,455
35202350,ON,Ontario,-79.3956355726806,43.7193843691366,685
35202351,ON,Ontario,-79.39144559943,43.7226548272033,460
35202352,ON,Ontario,-79.3929098921166,43.7257060612381,488
35202353,ON,Ontario,-79.3929489578156,43.7284000832656,515
35202354,ON,Ontario,-79.3962896818471,43.728913213424,390
35202355,ON,Ontario,-79.3936294275075,43.7312697204231,842
35202356,ON,Ontario,-79.3977674817166,43.7303983699886,517
35202357,ON,Ontario,-79.3967904094689,43.733091550251,553
35202358,ON,Ontario,-79.4001405696245,43.7316379726768,461
35202359,ON,Ontario,-79.4027446072261,43.7328142843326,559
35202360,ON,Ontario,-79.4055863642486,43.7310192923102,539
35202361,ON,Ontario,-79.4067423193994,43.7336723885692,452
35202362,ON,Ontario,-79.4059369573755,43.7350737974134,294
35202363,ON,Ontario,-79.4075125108903,43.7384995906098,1074
35202364,ON,Ontario,-79.4107934340152,43.7383844906763,399
35202365,ON,Ontario,-79.4127999193346,43.7354751510398,372
35202366,ON,Ontario,-79.4105375953583,43.7336255424738,486
35202367,ON,Ontario,-79.4139673089885,43.7325151972928,740
35202368,ON,Ontario,-79.4098832700656,43.7317215455929,539
35202369,ON,Ontario,-79.41297446992,43.729658553009,574
35202370,ON,Ontario,-79.4091110634369,43.7298064790667,530
35202371,ON,Ontario,-79.4083182723087,43.7276837225435,699
35202372,ON,Ontario,-79.4048315132188,43.7285420517436,478
35202373,ON,Ontario,-79.4006460383188,43.7269311518161,662
35202374,ON,Ontario,-79.4010017166507,43.7289430442747,605
35202375,ON,Ontario,-79.3978424883293,43.7267448909424,485
35202376,ON,Ontario,-79.4121840025816,43.7254972289889,745
35202377,ON,Ontario,-79.4114389277736,43.7239412332966,554
35202378,ON,Ontario,-79.4167532433983,43.7240921629448,788
35202379,ON,Ontario,-79.4159900626588,43.7199438880341,398
35202380,ON,Ontario,-79.4206691848916,43.7204366752778,410
35202381,ON,Ontario,-79.4204789124185,43.7184109609951,412
35202382,ON,Ontario,-79.417105976534,43.7165932914771,667
35202383,ON,Ontario,-79.4117777662935,43.71798586849,568
35202384,ON,Ontario,-79.4071481673118,43.7154729168217,558
35202385,ON,Ontario,-79.4211154444898,43.7228028932271,625
35202386,ON,Ontario,-79.4265903324265,43.7216664993596,1144
35202387,ON,Ontario,-79.4233392013752,43.7253083968703,542
35202388,ON,Ontario,-79.4188067339071,43.7272256381464,1034
35202389,ON,Ontario,-79.4204902035768,43.7294671838582,711
35202390,ON,Ontario,-79.4156508207379,43.7300321182819,499
35202391,ON,Ontario,-79.4128952326057,43.7270876266565,634
35202392,ON,Ontario,-79.420919208041,43.7319882678815,858
35202393,ON,Ontario,-79.4186465624657,43.7350792582567,572
35202394,ON,Ontario,-79.4159270393337,43.735217043091,410
35202395,ON,Ontario,-79.4182512006209,43.7389599549732,555
35202396,ON,Ontario,-79.4144832094428,43.7385313160804,426
35202398,ON,Ontario,-79.4170597547517,43.7437942135745,1165
35202399,ON,Ontario,-79.4220306184124,43.7460193007661,423
35202400,ON,Ontario,-79.4273995079817,43.7441406778504,535
35202401,ON,Ontario,-79.4332446504886,43.7435301035683,575
35202402,ON,Ontario,-79.4344519791106,43.7458770613107,525
35202403,ON,Ontario,-79.4314248258697,43.7513457834537,1340
35202404,ON,Ontario,-79.4385001381008,43.7478823752386,608
35202405,ON,Ontario,-79.439096638343,43.7497027399187,550
35202406,ON,Ontario,-79.4420870307454,43.7529961012028,897
35202407,ON,Ontario,-79.4390195999037,43.7538178667295,261
35202408,ON,Ontario,-79.4419964534848,43.7574188732581,639
35202409,ON,Ontario,-79.4380046484576,43.7567328085767,650
35202413,ON,Ontario,-79.431043490312,43.7613273241909,382
35202414,ON,Ontario,-79.4249771113443,43.7588959809498,266
35202415,ON,Ontario,-79.4233224335121,43.7565623922506,433
35202416,ON,Ontario,-79.4194293477466,43.759142546029,443
35202417,ON,Ontario,-79.4219355740496,43.7614515545147,387
35202418,ON,Ontario,-79.4170702763648,43.7612871705026,415
35202419,ON,Ontario,-79.4180595541803,43.7641367521584,392
35202431,ON,Ontario,-79.4143682030278,43.7812639892092,2658
35202436,ON,Ontario,-79.4083714409549,43.7823137819952,516
35202439,ON,Ontario,-79.4041388649967,43.7808468300109,530
35202440,ON,Ontario,-79.4006580307735,43.7838675305433,580
35202441,ON,Ontario,-79.3961772533619,43.7828106890558,619
35202442,ON,Ontario,-79.396053902306,43.787296048051,523
35202443,ON,Ontario,-79.3902463225749,43.7872036477649,1060
35202446,ON,Ontario,-79.3863245798565,43.7914954989766,312
35202447,ON,Ontario,-79.3900536564327,43.7939661488623,446
35202448,ON,Ontario,-79.3847210585187,43.7935093997592,281
35202449,ON,Ontario,-79.3819848588922,43.789778558559,406
35202450,ON,Ontario,-79.3846446219225,43.7886147952966,276
35202451,ON,Ontario,-79.3751276407753,43.7936587941652,581
35202452,ON,Ontario,-79.3776603863393,43.7980110495651,297
35202453,ON,Ontario,-79.3715593127142,43.7974218998066,614
35202454,ON,Ontario,-79.3755303586979,43.800726858056,683
35202455,ON,Ontario,-79.3678901139084,43.8040656608494,459
35202456,ON,Ontario,-79.3670636109918,43.8019432336347,355
35202457,ON,Ontario,-79.3657960442469,43.7997470378622,277
35202458,ON,Ontario,-79.3679624847019,43.7986434740427,329
35202459,ON,Ontario,-79.3622115229052,43.7997660628711,432
35202460,ON,Ontario,-79.3586630797102,43.8007257361194,388
35202461,ON,Ontario,-79.3555826251058,43.7988674956691,310
35202462,ON,Ontario,-79.3575453662312,43.7959249954909,1054
35202466,ON,Ontario,-79.3494734679935,43.7993543187786,626
35202467,ON,Ontario,-79.3491771942074,43.8011536256232,545
35202468,ON,Ontario,-79.3504371079094,43.804714106031,822
35202469,ON,Ontario,-79.3553803995341,43.8025069556984,744
35202472,ON,Ontario,-79.3602996406611,43.809163547385,744
35202475,ON,Ontario,-79.3560295217705,43.8108698470926,565
35202476,ON,Ontario,-79.3547142340643,43.808791514441,598
35202477,ON,Ontario,-79.3508956337504,43.8098815167353,565
35202478,ON,Ontario,-79.3517488882886,43.8092923245458,688
35202479,ON,Ontario,-79.3630779116976,43.8087237741256,486
35202480,ON,Ontario,-79.3654631569739,43.8093810183454,466
35202481,ON,Ontario,-79.3635821586912,43.8069130585846,449
35202482,ON,Ontario,-79.3644257958988,43.8046562671416,466
35202483,ON,Ontario,-79.3769188796134,43.8049517231808,1254
35202484,ON,Ontario,-79.3790999461685,43.8038684765783,265
35202485,ON,Ontario,-79.3814605378518,43.8040784920295,269
35202486,ON,Ontario,-79.3867222914282,43.8043476409009,420
35202487,ON,Ontario,-79.3888710447232,43.8026270720525,276
35202491,ON,Ontario,-79.388443059809,43.7964322590909,488
35202492,ON,Ontario,-79.3972950080498,43.8002549288044,350
35202493,ON,Ontario,-79.3990304637445,43.7993308387531,356
35202494,ON,Ontario,-79.40310851752,43.7995406108324,428
35202495,ON,Ontario,-79.4026530274715,43.7961098994816,401
35202496,ON,Ontario,-79.4081150102615,43.7982236796282,626
35202497,ON,Ontario,-79.4121744442576,43.7971848871065,440
35202498,ON,Ontario,-79.4147614173255,43.7965354496266,548
35202499,ON,Ontario,-79.4176950699342,43.7957228568805,659
35202500,ON,Ontario,-79.4114281031919,43.7937394395999,472
35202501,ON,Ontario,-79.4152106176736,43.791057634651,970
35202502,ON,Ontario,-79.409968248648,43.7915860646364,412
35202503,ON,Ontario,-79.4141074694367,43.7886789304335,501
35202504,ON,Ontario,-79.4051449756028,43.7917332894272,604
35202507,ON,Ontario,-79.3975630638186,43.7903820583373,371
35202508,ON,Ontario,-79.3998194180989,43.7929497270264,463
35202509,ON,Ontario,-79.3960607156441,43.795168330808,457
35202510,ON,Ontario,-79.4210986359832,43.787477599649,935
35202511,ON,Ontario,-79.4223373119309,43.7911371017906,722
35202512,ON,Ontario,-79.4264529108166,43.7893494337111,481
35202513,ON,Ontario,-79.4279809217143,43.7868355249093,455
35202514,ON,Ontario,-79.4309817534051,43.7894846992802,440
35202515,ON,Ontario,-79.4316928725393,43.7921445320268,554
35202516,ON,Ontario,-79.4311613382808,43.7938637308164,449
35202517,ON,Ontario,-79.4328067168477,43.7945830243343,525
35202522,ON,Ontario,-79.4384078994937,43.793385223015,485
35202523,ON,Ontario,-79.4381833206618,43.7910451270573,498
35202534,ON,Ontario,-79.4566136539394,43.7889645921405,965
35202535,ON,Ontario,-79.4536232179051,43.7863398130273,458
35202547,ON,Ontario,-79.4386869548485,43.7781591428755,881
35202548,ON,Ontario,-79.4348819173899,43.7769134940017,504
35202549,ON,Ontario,-79.4362779838605,43.7738842635699,447
35202550,ON,Ontario,-79.4410091447505,43.7747065727999,542
35202551,ON,Ontario,-79.4394408154076,43.771108329799,507
35202553,ON,Ontario,-79.4441062115815,43.7710703122532,947
35202554,ON,Ontario,-79.4478304470864,43.7712506008465,1260
35202555,ON,Ontario,-79.4509757255773,43.7702356640356,717
35202560,ON,Ontario,-79.4470550366046,43.7747900867822,396
35202564,ON,Ontario,-79.4559729275305,43.7677374609865,617
35202565,ON,Ontario,-79.4540995889511,43.7643491736404,703
35202566,ON,Ontario,-79.4522199213645,43.7604418641509,875
35202567,ON,Ontario,-79.4479155985821,43.7591956716087,823
35202568,ON,Ontario,-79.4472695548471,43.7556952175553,941
35202569,ON,Ontario,-79.4510303418461,43.754386361725,744
35202570,ON,Ontario,-79.446263944441,43.7629364356612,591
35202571,ON,Ontario,-79.4434702823151,43.7666356194418,651
35202572,ON,Ontario,-79.4393780582569,43.7676047467571,610
35202573,ON,Ontario,-79.4365943018061,43.7663487156996,633
35202574,ON,Ontario,-79.4320833689669,43.7663425377905,462
35202575,ON,Ontario,-79.4289802396168,43.7678467364689,544
35202576,ON,Ontario,-79.4313680792845,43.7709374089065,622
35202577,ON,Ontario,-79.4324095694595,43.7732483570987,502
35202583,ON,Ontario,-79.4282105242668,43.7785320563018,667
35202584,ON,Ontario,-79.4276842455135,43.7810498015273,386
35202586,ON,Ontario,-79.4329732368565,43.7848618614173,487
35202587,ON,Ontario,-79.435428555506,43.7873782861061,579
35202588,ON,Ontario,-79.4425445710191,43.7857286327671,329
35202589,ON,Ontario,-79.4413923037874,43.7835404670149,991
35202590,ON,Ontario,-79.4353917573168,43.7823811624993,416
35202591,ON,Ontario,-79.4544074184217,43.7821303091347,938
35202592,ON,Ontario,-79.4587284900569,43.7831085284255,408
35202593,ON,Ontario,-79.4604692447264,43.7885895185136,434
35202594,ON,Ontario,-79.4601792936276,43.7859885385672,328
35202597,ON,Ontario,-79.4161314955739,43.7580354775037,492
35202598,ON,Ontario,-79.4131209531378,43.7573576176591,365
35202599,ON,Ontario,-79.41199747206,43.7549488072905,602
35202600,ON,Ontario,-79.4199009620467,43.7556482920106,491
35202605,ON,Ontario,-79.423952960951,43.7384895687024,609
35202606,ON,Ontario,-79.4231655988887,43.7360578097748,633
35202608,ON,Ontario,-79.4007342240214,43.7418035876397,787
35202611,ON,Ontario,-79.3941928460357,43.7446500066825,410
35202612,ON,Ontario,-79.3874340545323,43.7450958678074,615
35202613,ON,Ontario,-79.388480707914,43.7500019075529,590
35202614,ON,Ontario,-79.394863353953,43.7475588773029,486
35202615,ON,Ontario,-79.3950355765394,43.750701941553,414
35202616,ON,Ontario,-79.3994415845949,43.7475750730881,521
35202617,ON,Ontario,-79.4004500096007,43.7527241237647,525
35202618,ON,Ontario,-79.4030524970215,43.7517449122103,653
35202619,ON,Ontario,-79.4024043239469,43.7554075233637,647
35202620,ON,Ontario,-79.4059320600202,43.7480023923926,1733
35202621,ON,Ontario,-79.3964417074353,43.7566767766448,479
35202622,ON,Ontario,-79.3935640492546,43.7533374523317,424
35202623,ON,Ontario,-79.3937357732603,43.7576247622587,238
35202627,ON,Ontario,-79.3929867041147,43.7642873596502,397
35202628,ON,Ontario,-79.3913185996639,43.7671444734089,1656
35202629,ON,Ontario,-79.3792107683771,43.7420222515756,404
35202630,ON,Ontario,-79.3694995026387,43.7314651302028,556
35202636,ON,Ontario,-79.3734460609864,43.7163287009433,452
35202637,ON,Ontario,-79.3698563609528,43.7162827531925,542
35202638,ON,Ontario,-79.3673413303093,43.7169658970864,536
35202639,ON,Ontario,-79.3631305082211,43.7161890716535,459
35202640,ON,Ontario,-79.3639540790072,43.7145293816429,834
35202641,ON,Ontario,-79.3670614441174,43.7124747125887,716
35202642,ON,Ontario,-79.3671801744829,43.7095230209477,462
35202643,ON,Ontario,-79.369828147081,43.7091235614772,491
35202644,ON,Ontario,-79.370857753949,43.7062266360909,495
35202645,ON,Ontario,-79.3741111776179,43.7070354046914,432
35202646,ON,Ontario,-79.373745167094,43.7098557410354,570
35202647,ON,Ontario,-79.3779471810004,43.709041264762,647
35202648,ON,Ontario,-79.3805291922333,43.7090893807779,530
35202649,ON,Ontario,-79.3824736741079,43.7077974269201,692
35202650,ON,Ontario,-79.3849409020729,43.7081952996048,774
35202653,ON,Ontario,-79.386570618454,43.7111735902756,343
35202654,ON,Ontario,-79.3893273110826,43.7093538521251,1333
35202655,ON,Ontario,-79.391729007388,43.7087338667313,1632
35202656,ON,Ontario,-79.3926102573767,43.7097462109257,984
35202657,ON,Ontario,-79.3919219529346,43.7104298764096,642
35202666,ON,Ontario,-79.3964975831421,43.708934761221,2549
35202669,ON,Ontario,-79.3943592996928,43.706304190644,2864
35202670,ON,Ontario,-79.3957032557146,43.7060275510607,734
35202671,ON,Ontario,-79.3975074478997,43.7057756621659,2799
35202672,ON,Ontario,-79.3941988795716,43.7045938621186,1333
35202673,ON,Ontario,-79.3930159599152,43.7065675802749,1397
35202674,ON,Ontario,-79.3913695594521,43.7069058467357,1902
35202675,ON,Ontario,-79.3877353083479,43.7068788358041,572
35202676,ON,Ontario,-79.3862295661547,43.7042284683438,663
35202677,ON,Ontario,-79.382485012613,43.7054696811001,526
35202678,ON,Ontario,-79.3803852010288,43.7049728815214,431
35202679,ON,Ontario,-79.3798953472894,43.7030386754436,604
35202680,ON,Ontario,-79.3764590352795,43.7036057146554,445
35202681,ON,Ontario,-79.3770135911683,43.7061351256228,458
35202682,ON,Ontario,-79.3759783964556,43.7016063059057,724
35202683,ON,Ontario,-79.372396029892,43.7031848289602,482
35202684,ON,Ontario,-79.3708352410518,43.7003272592304,570
35202685,ON,Ontario,-79.3686550490435,43.7022438300476,492
35202686,ON,Ontario,-79.366217679476,43.6996817758395,472
35202687,ON,Ontario,-79.3640824443225,43.7024516827283,530
35202688,ON,Ontario,-79.3629630937552,43.7040792326801,730
35202689,ON,Ontario,-79.3654769242842,43.7063689302676,556
35202690,ON,Ontario,-79.3676331472929,43.7038567429849,492
35202691,ON,Ontario,-79.3643842403733,43.7094585731831,636
35202694,ON,Ontario,-79.3571521541584,43.7171741226021,877
35202695,ON,Ontario,-79.3622958953369,43.7184775267853,461
35202699,ON,Ontario,-79.3607924103154,43.7266702395146,300
35202700,ON,Ontario,-79.3435518882021,43.729752696085,600
35202701,ON,Ontario,-79.3476595255939,43.7308021340524,615
35202702,ON,Ontario,-79.3482446895131,43.7309168216806,2658
35202703,ON,Ontario,-79.3502462203791,43.7367652658125,411
35202704,ON,Ontario,-79.3492967975794,43.7405931579803,469
35202705,ON,Ontario,-79.3450978044245,43.7386234729335,1418
35202706,ON,Ontario,-79.3430115746963,43.7391069319928,530
35202707,ON,Ontario,-79.3411009139305,43.7390999006698,704
35202712,ON,Ontario,-79.3397387067452,43.7303767600369,816
35202722,ON,Ontario,-79.3076124558646,43.7215450592984,1407
35202727,ON,Ontario,-79.3297623495203,43.71672499888,636
35202733,ON,Ontario,-79.3330177500301,43.7174175499063,1768
35202735,ON,Ontario,-79.3306614984409,43.7148701918185,1497
35202736,ON,Ontario,-79.3353423094677,43.7151088383756,897
35202739,ON,Ontario,-79.3415447590542,43.7454919990527,729
35202741,ON,Ontario,-79.3284804966773,43.7443931769977,488
35202742,ON,Ontario,-79.3241271307122,43.7444254120666,365
35202743,ON,Ontario,-79.3265768884885,43.742259923099,934
35202744,ON,Ontario,-79.3271994560147,43.7408909509006,518
35202745,ON,Ontario,-79.3206713674738,43.7428558986486,540
35202746,ON,Ontario,-79.3151172260613,43.7453193645608,473
35202747,ON,Ontario,-79.3180054722197,43.746728387733,663
35202748,ON,Ontario,-79.3162834853132,43.7500936963306,913
35202749,ON,Ontario,-79.3208246420358,43.7508827561114,315
35202750,ON,Ontario,-79.318640884706,43.7528745622472,772
35202751,ON,Ontario,-79.3240440549554,43.7510456639527,383
35202752,ON,Ontario,-79.3225347114779,43.7480443230066,430
35202753,ON,Ontario,-79.3288052897718,43.7488744470921,440
35202756,ON,Ontario,-79.3355390546972,43.7467699816309,485
35202757,ON,Ontario,-79.3408209886382,43.7518973397212,416
35202758,ON,Ontario,-79.3368935972848,43.754527106658,478
35202760,ON,Ontario,-79.3568654149933,43.7481453570956,728
35202761,ON,Ontario,-79.3618963178531,43.746924433376,424
35202762,ON,Ontario,-79.3627720347706,43.742975529532,906
35202763,ON,Ontario,-79.3663003314326,43.7445556640658,404
35202764,ON,Ontario,-79.3705353525482,43.7453805108523,415
35202765,ON,Ontario,-79.3599149177025,43.738655861996,567
35202767,ON,Ontario,-79.3636848348218,43.737568659909,480
35202768,ON,Ontario,-79.3647877764758,43.6984776301343,893
35202769,ON,Ontario,-79.37043328114,43.6980850997631,551
35202770,ON,Ontario,-79.3791019383098,43.6974792827183,574
35202771,ON,Ontario,-79.3745466932454,43.69512153767,559
35202772,ON,Ontario,-79.383760458101,43.6934254555658,594
35202773,ON,Ontario,-79.3807986752812,43.691843364629,599
35202774,ON,Ontario,-79.3818693760633,43.6899334224301,486
35202775,ON,Ontario,-79.3773825963144,43.6903445085531,472
35202776,ON,Ontario,-79.3757274265004,43.6892562431327,562
35202777,ON,Ontario,-79.3814618119001,43.6870067102649,549
35202778,ON,Ontario,-79.3866024690687,43.6899232036289,596
35202779,ON,Ontario,-79.38663427801,43.6919317356901,412
35202787,ON,Ontario,-79.3954012101323,43.6821930132996,576
35202788,ON,Ontario,-79.3966091169044,43.6843374133416,1035
35202789,ON,Ontario,-79.3983166888483,43.6856764091178,635
35202790,ON,Ontario,-79.3960073534046,43.6869032372242,1513
35202791,ON,Ontario,-79.3994745530589,43.6881543707011,564
35202792,ON,Ontario,-79.3993329579089,43.6899407983013,390
35202797,ON,Ontario,-79.3993219406465,43.6933718370479,580
35202798,ON,Ontario,-79.3985724837237,43.6915617640687,636
35202799,ON,Ontario,-79.4019218333874,43.6898801415785,670
35202800,ON,Ontario,-79.4010868708904,43.6878300361117,426
35202801,ON,Ontario,-79.4026825345002,43.6870685200089,699
35202802,ON,Ontario,-79.4041747025513,43.6889747996652,484
35202803,ON,Ontario,-79.4041494278498,43.6849633124918,789
35202804,ON,Ontario,-79.4015703970226,43.6822022098846,908
35202805,ON,Ontario,-79.4064838673999,43.6832414827169,615
35202806,ON,Ontario,-79.4006181282922,43.6792629121855,877
35202807,ON,Ontario,-79.4066921509759,43.6768861297651,1118
35202808,ON,Ontario,-79.4135177222459,43.6757301097162,523
35202809,ON,Ontario,-79.4082128900126,43.679200462268,294
35202810,ON,Ontario,-79.4108811771672,43.6803595798478,365
35202811,ON,Ontario,-79.3955386496958,43.6802561649342,842
35202812,ON,Ontario,-79.3937087461853,43.6789425452045,540
35202813,ON,Ontario,-79.3935829172385,43.6779707774622,369
35202814,ON,Ontario,-79.3929569181431,43.67678492311,374
35202817,ON,Ontario,-79.3895618129968,43.6739506722915,1789
35202818,ON,Ontario,-79.3904319980462,43.6724600291514,1770
35202819,ON,Ontario,-79.3867284379458,43.6731211980512,1080
35202820,ON,Ontario,-79.3914514423078,43.6704262314894,2596
35202821,ON,Ontario,-79.3857150758184,43.6710237952985,792
35202823,ON,Ontario,-79.3819908690595,43.6724929903683,825
35202840,ON,Ontario,-79.3724229258114,43.6619828155715,283
35202842,ON,Ontario,-79.3710752104816,43.6625392692815,361
35202843,ON,Ontario,-79.3688946847048,43.6630135951347,426
35202845,ON,Ontario,-79.3681229253357,43.6603674464664,374
35202846,ON,Ontario,-79.3696157953848,43.6602125713791,289
35202847,ON,Ontario,-79.3710013526434,43.6598545413998,1025
35202848,ON,Ontario,-79.3721888659043,43.6594147602907,624
35202849,ON,Ontario,-79.3735448755749,43.6591599513504,629
35202850,ON,Ontario,-79.3746832215469,43.6588498449524,2031
35202878,ON,Ontario,-79.3861372188713,43.6755116520856,481
35202879,ON,Ontario,-79.3869884815719,43.6805416985247,1239
35202880,ON,Ontario,-79.4096115675184,43.6859785343138,918
35202881,ON,Ontario,-79.4099698436395,43.6882244864842,443
35202882,ON,Ontario,-79.4117378439378,43.6905906460718,563
35202883,ON,Ontario,-79.4146287196379,43.6898953838391,330
35202884,ON,Ontario,-79.4160559812874,43.6935082910549,487
35202886,ON,Ontario,-79.41923541794,43.6933438602596,426
35202887,ON,Ontario,-79.421969012559,43.6953844804894,483
35202888,ON,Ontario,-79.4222188214949,43.6977096324657,478
35202889,ON,Ontario,-79.4251031254398,43.69694216326,397
35202890,ON,Ontario,-79.425257065809,43.6948723825434,603
35202891,ON,Ontario,-79.4246384348349,43.6931834157596,562
35202892,ON,Ontario,-79.423140731457,43.7002241248241,318
35202893,ON,Ontario,-79.4203883623136,43.7012515599162,620
35202894,ON,Ontario,-79.4209823589511,43.7029637895617,717
35202895,ON,Ontario,-79.4153782335882,43.7005796539953,515
35202896,ON,Ontario,-79.4185433232563,43.6980347143621,432
35202897,ON,Ontario,-79.4140688037906,43.6961744419704,462
